k,weights,metric,train_accuracy_mean,train_f1_mean,cv_accuracy_mean,cv_f1_mean,train_accuracy_std,train_f1_std,cv_accuracy_std,cv_f1_std
201,distance,minkowski_p3,1.0,1.0,0.9480952380952379,0.9489451140883691,0.0,0.0,0.022982225776719052,0.022848030714001277
501,distance,minkowski_p3,1.0,1.0,0.9338095238095239,0.9349057011082292,0.0,0.0,0.020818994093451493,0.02058111182579765
1,uniform,minkowski_p4,1.0,1.0,0.9495238095238093,0.9505874501441023,0.0,0.0,0.018795094784263954,0.018795466758274496
3,uniform,minkowski_p4,0.9745238095238096,0.9751063141771719,0.9599999999999997,0.960655744179078,0.005116476177433708,0.0049971010530714816,0.012605242095250822,0.01246878957196316
5,uniform,minkowski_p4,0.9761904761904762,0.9766917553408099,0.9657142857142855,0.9662732182342332,0.002671475862653903,0.002605304968015581,0.014336643909945707,0.014109237846745405
7,uniform,minkowski_p4,0.9736904761904762,0.9741765099461206,0.9685714285714283,0.9690854401474343,0.0033384921207676257,0.0032514018786135414,0.012891111589676544,0.012533577836744908
9,uniform,minkowski_p4,0.9739285714285715,0.9744074959371818,0.9685714285714284,0.969134423687872,0.0030032780924002826,0.0029393242927209257,0.015461793408061888,0.01511673997777888
11,uniform,minkowski_p4,0.9735714285714285,0.9740764562070907,0.9685714285714283,0.9692134335230522,0.0034547259218837014,0.003395525453426269,0.017244596060634797,0.016589869762771513
15,uniform,minkowski_p4,0.9719047619047619,0.9725275753096044,0.9685714285714284,0.9692283677083846,0.002977890670831389,0.002903077535412146,0.01786734402498842,0.01720354168249026
21,uniform,minkowski_p4,0.9697619047619047,0.97038633205815,0.9661904761904762,0.96684334593394,0.0034722627143735367,0.003374906256693524,0.016744231561148844,0.016077535739078604
31,uniform,minkowski_p4,0.9686904761904761,0.9693883752826503,0.9676190476190475,0.968375240604547,0.0034326789454401842,0.0033402618431835327,0.017880936529065347,0.017176914948530457
51,uniform,minkowski_p4,0.9688095238095238,0.9694695958421148,0.967142857142857,0.967806865779358,0.0036262794732714785,0.003561797190482799,0.017662201243607192,0.017138879083235307
101,uniform,minkowski_p4,0.9526190476190476,0.9536375636950605,0.9509523809523809,0.9519903518906465,0.0039277983160128475,0.0038044172067306773,0.017880936529065333,0.01731685798031954
201,uniform,minkowski_p4,0.8860714285714285,0.8895025699213485,0.8866666666666665,0.8899588781807141,0.006856505072380568,0.006666595202404063,0.025876284867842023,0.02579639820947546
501,uniform,minkowski_p4,0.7073809523809523,0.7099368679811856,0.7047619047619046,0.7061283468022052,0.010121048221601588,0.011302815793238642,0.04240120283604742,0.04788181478491963
1,distance,minkowski_p4,1.0,1.0,0.9495238095238093,0.9505874501441023,0.0,0.0,0.018795094784263954,0.018795466758274496
3,distance,minkowski_p4,1.0,1.0,0.9576190476190475,0.9584007100888368,0.0,0.0,0.013624136816123464,0.013256614778025724
5,distance,minkowski_p4,1.0,1.0,0.9633333333333332,0.9639562485037048,0.0,0.0,0.015240220940168515,0.015079219741832418
7,distance,minkowski_p4,1.0,1.0,0.9647619047619046,0.9654161588450794,0.0,0.0,0.014901686235876049,0.014600824859995386
9,distance,minkowski_p4,1.0,1.0,0.9638095238095237,0.9644672560364805,0.0,0.0,0.01584975620074122,0.015441929366036175
11,distance,minkowski_p4,1.0,1.0,0.9652380952380951,0.9659212226419326,0.0,0.0,0.01571119326405124,0.015291507488691227
15,distance,minkowski_p4,1.0,1.0,0.9690476190476187,0.9696627952052278,0.0,0.0,0.018043247904591636,0.017526617098145708
21,distance,minkowski_p4,1.0,1.0,0.9699999999999999,0.9706644785801066,0.0,0.0,0.01646623898281169,0.015756141184868087
31,distance,minkowski_p4,1.0,1.0,0.9685714285714285,0.969318711244495,0.0,0.0,0.01703195419078069,0.01632828189270881
51,distance,minkowski_p4,1.0,1.0,0.9695238095238096,0.9702418166540306,0.0,0.0,0.016078040967746798,0.015534634383298477
101,distance,minkowski_p4,1.0,1.0,0.9638095238095237,0.9644767157730193,0.0,0.0,0.019740788652875877,0.019228072929990247
201,distance,minkowski_p4,1.0,1.0,0.9485714285714284,0.9494307395739946,0.0,0.0,0.023098218476605575,0.022973012356212533
501,distance,minkowski_p4,1.0,1.0,0.9342857142857143,0.9354127240612953,0.0,0.0,0.020946968998021686,0.02068367170727266
1,uniform,sqeuclidean,1.0,1.0,0.9490476190476189,0.9501194007297242,0.0,0.0,0.01981449440517109,0.019911232877751768
3,uniform,sqeuclidean,0.9755952380952382,0.9761717581853876,0.9599999999999997,0.9608569933434281,0.0044086671417740385,0.004306243418363524,0.012891111589676532,0.012581205716623469
5,uniform,sqeuclidean,0.9770238095238094,0.9775473322140512,0.9657142857142855,0.9663649661865124,0.00268847375967528,0.002607093726064776,0.014836327647898651,0.014516434661209415
7,uniform,sqeuclidean,0.973452380952381,0.9739482935005824,0.9685714285714284,0.9691793796524163,0.003227486121839503,0.003146189016151952,0.014488358652488865,0.014087880315164671
9,uniform,sqeuclidean,0.9751190476190476,0.9755793085607434,0.9690476190476189,0.9696488796340486,0.002820771903260429,0.0027316436833335093,0.014950517670636678,0.014518368625336404
11,uniform,sqeuclidean,0.9735714285714285,0.9740662295662781,0.9690476190476189,0.9697590028915913,0.0030334625502438156,0.0029673803566018526,0.016569199943970894,0.01586890266748667
15,uniform,sqeuclidean,0.9720238095238095,0.972589801366449,0.9695238095238093,0.9701673348445348,0.003676184748506328,0.003594565887190021,0.016744231561148834,0.016054447834340232
21,uniform,sqeuclidean,0.9713095238095238,0.9719024173798191,0.9676190476190475,0.9682768343195504,0.002977890670831389,0.0029169619312103476,0.014999190130388423,0.014467735239098216
31,uniform,sqeuclidean,0.9685714285714285,0.9692455768857825,0.9685714285714285,0.9692574571965206,0.0035586506107085202,0.003482431017312841,0.016598500055174648,0.0160378004653801
51,uniform,sqeuclidean,0.968452380952381,0.9691325189373678,0.9685714285714284,0.969206012555056,0.003973918859029891,0.0038912787330383043,0.018469105872242896,0.017958893363336215
101,uniform,sqeuclidean,0.9541666666666668,0.9551866383444222,0.9509523809523807,0.9520371806481693,0.0038575837490523266,0.0037550335422450207,0.018482255824690104,0.01787892331033187
201,uniform,sqeuclidean,0.8772619047619049,0.8805155562050975,0.8752380952380954,0.8783654401179916,0.007797391854196564,0.008051787520100903,0.029803372471752094,0.030346592091124978
501,uniform,sqeuclidean,0.7154761904761905,0.7180485044735726,0.7147619047619048,0.7165486198491323,0.00979627266932969,0.010560495665526137,0.03925942224714706,0.04436251641541245
1,distance,sqeuclidean,1.0,1.0,0.9490476190476189,0.9501194007297242,0.0,0.0,0.01981449440517109,0.019911232877751768
3,distance,sqeuclidean,1.0,1.0,0.9542857142857141,0.9553226542124654,0.0,0.0,0.01371301014476111,0.013289394215743986
5,distance,sqeuclidean,1.0,1.0,0.9557142857142857,0.9564372292019132,0.0,0.0,0.016466238982811673,0.01663795070184155
7,distance,sqeuclidean,1.0,1.0,0.9585714285714284,0.9592544282828309,0.0,0.0,0.01815064913825237,0.018098932032348497
9,distance,sqeuclidean,1.0,1.0,0.9599999999999999,0.9606428616587872,0.0,0.0,0.017454647605496643,0.017331696853503175
11,distance,sqeuclidean,1.0,1.0,0.9614285714285714,0.9621084465175059,0.0,0.0,0.01615341897575909,0.01586623249778288
15,distance,sqeuclidean,1.0,1.0,0.9619047619047618,0.9626236891108936,0.0,0.0,0.015664733251250954,0.015251512898877115
21,distance,sqeuclidean,1.0,1.0,0.9633333333333333,0.9640775471519476,0.0,0.0,0.014999190130388413,0.014484007528462198
31,distance,sqeuclidean,1.0,1.0,0.9633333333333333,0.9640666101415593,0.0,0.0,0.015711193264051244,0.015252872838024829
51,distance,sqeuclidean,1.0,1.0,0.9652380952380952,0.9659415372410464,0.0,0.0,0.016392299502912863,0.01588178671748778
101,distance,sqeuclidean,1.0,1.0,0.9657142857142856,0.9664107987891284,0.0,0.0,0.016686091692684552,0.016217061719507608
201,distance,sqeuclidean,1.0,1.0,0.9652380952380952,0.9659159100758004,0.0,0.0,0.016168452407561703,0.015791811127193172
501,distance,sqeuclidean,1.0,1.0,0.9642857142857142,0.9650347341828154,0.0,0.0,0.016859909838630917,0.016407086648654853
1,uniform,seuclidean,1.0,1.0,0.950952380952381,0.951904508790309,0.0,0.0,0.01828401352634814,0.01847178416384413
3,uniform,seuclidean,0.9803571428571428,0.980774845702005,0.9623809523809522,0.9630804754489957,0.0031657330729568667,0.0031099461153301844,0.014149005741028935,0.013785288955145095
5,uniform,seuclidean,0.9774999999999998,0.977963049247482,0.9661904761904762,0.9669890444439132,0.003361156957551132,0.0032681894764500443,0.012508500511013048,0.011982900078667985
7,uniform,seuclidean,0.9747619047619048,0.9752850003399053,0.9709523809523807,0.9716514766310276,0.0032973028410000762,0.0031842953271083723,0.013889050857494204,0.01329181652271561
9,uniform,seuclidean,0.9746428571428571,0.9751873416360073,0.9709523809523808,0.9716030788856066,0.0034547259218837014,0.0033539660899699966,0.016744231561148834,0.01609923629625735
11,uniform,seuclidean,0.9732142857142859,0.9737669148317762,0.967142857142857,0.9677787344059906,0.0024335183709615874,0.0023838194306817608,0.01637747154917461,0.01579558132505695
15,uniform,seuclidean,0.9722619047619048,0.9728611141764069,0.9690476190476188,0.9696556685801808,0.002852887988278491,0.0027769048760776078,0.015430334996209192,0.014970254591461275
21,uniform,seuclidean,0.9723809523809523,0.9730205487089478,0.9676190476190475,0.9683418406947664,0.0026884737596752795,0.0025953170865368647,0.016613130732369717,0.01590238149190825
31,uniform,seuclidean,0.9705952380952382,0.9712482983185879,0.97,0.9707445430988919,0.0030831133533273532,0.0030244295780521135,0.01624341086414604,0.015496772134998144
51,uniform,seuclidean,0.9686904761904762,0.9692968541377446,0.9671428571428571,0.967730278700694,0.0033656716096297557,0.003272718262749454,0.01786734402498841,0.017351821117965002
101,uniform,seuclidean,0.9369047619047619,0.938161667042034,0.9352380952380953,0.9365637230373577,0.0053854129365880805,0.0052078842812262075,0.0208189940934515,0.020357012731352063
201,uniform,seuclidean,0.8623809523809526,0.8671346024361798,0.8604761904761905,0.8654008339925896,0.006203054985768127,0.00569665497679909,0.022727096032531605,0.022121811088979104
501,uniform,seuclidean,0.8222619047619047,0.8268430079680555,0.8233333333333335,0.8278371990264065,0.00522222394530226,0.005399666885883985,0.025392927705442672,0.0265397052359869
1,distance,seuclidean,1.0,1.0,0.950952380952381,0.951904508790309,0.0,0.0,0.01828401352634814,0.01847178416384413
3,distance,seuclidean,1.0,1.0,0.9599999999999996,0.9608908435443115,0.0,0.0,0.016377471549174603,0.015416620823853306
5,distance,seuclidean,1.0,1.0,0.9642857142857141,0.9649758415362729,0.0,0.0,0.01376605873799188,0.013360443142987627
7,distance,seuclidean,1.0,1.0,0.9676190476190475,0.9682225311273307,0.0,0.0,0.014754222271266357,0.014473527593236927
9,distance,seuclidean,1.0,1.0,0.9685714285714284,0.9692341907425507,0.0,0.0,0.0137130101447611,0.013347852523407307
11,distance,seuclidean,1.0,1.0,0.9666666666666665,0.9672989707182129,0.0,0.0,0.014454781878146776,0.013998344657165861
15,distance,seuclidean,1.0,1.0,0.9680952380952379,0.9687755352822592,0.0,0.0,0.014999190130388404,0.014426000124448434
21,distance,seuclidean,1.0,1.0,0.9699999999999999,0.9706436401622676,0.0,0.0,0.01711732792967102,0.016482089825282282
31,distance,seuclidean,1.0,1.0,0.9695238095238093,0.9702126603647075,0.0,0.0,0.01696048113441898,0.01627292170367168
51,distance,seuclidean,1.0,1.0,0.9714285714285714,0.9721269151112136,0.0,0.0,0.01402829294374237,0.013442426740404339
101,distance,seuclidean,1.0,1.0,0.9600000000000001,0.9607607884747686,0.0,0.0,0.02139453078527001,0.020905304212589317
201,distance,seuclidean,1.0,1.0,0.938095238095238,0.9389660838372222,0.0,0.0,0.02269500315321398,0.022825178841921638
501,distance,seuclidean,1.0,1.0,0.9304761904761905,0.9318035698970665,0.0,0.0,0.02376185704738027,0.02343700344062633
1,uniform,mahalanobis,1.0,1.0,0.9504761904761904,0.9511094315012362,0.0,0.0,0.017174007978587612,0.017907028180962573
3,uniform,mahalanobis,0.9792857142857142,0.9796489127446741,0.9623809523809521,0.9631454045276695,0.00307818431204047,0.0030260950099141788,0.013889050857494187,0.013848561622454975
5,uniform,mahalanobis,0.9761904761904762,0.9766484678101467,0.9614285714285713,0.9622570157213624,0.003550106419242862,0.003468399514915439,0.01569572187352959,0.015129561771078222
7,uniform,mahalanobis,0.9726190476190477,0.9731408811020202,0.9642857142857141,0.9650060760685014,0.0032133407530086935,0.003123151176544589,0.016421915244317443,0.015867955714615495
9,uniform,mahalanobis,0.9710714285714287,0.9716234225663811,0.9690476190476189,0.9697155482725247,0.002799156474356154,0.002731336715888113,0.016123310060532428,0.015558365445093173
11,uniform,mahalanobis,0.9708333333333332,0.9714732327167807,0.967142857142857,0.9677803699883369,0.0035501064192428626,0.0034320055064759308,0.01766220124360721,0.01706615284134921
15,uniform,mahalanobis,0.9707142857142855,0.9713733707081892,0.9690476190476189,0.9697084808434754,0.0035586506107085202,0.0034481415125185953,0.018244106574018905,0.017555922212842596
21,uniform,mahalanobis,0.9701190476190475,0.9707988918424668,0.9685714285714285,0.9693400316944742,0.002977890670831389,0.002891102613789355,0.017244596060634804,0.016524584435718134
31,uniform,mahalanobis,0.9686904761904761,0.9693189115531191,0.9671428571428572,0.9678326838833569,0.004153282683092411,0.0040527570731877715,0.019430672155336365,0.01872665498358224
51,uniform,mahalanobis,0.9644047619047619,0.9650368928264756,0.9638095238095237,0.9643148971282753,0.0039045337580603324,0.0038963400550266506,0.020287055622991237,0.019953108459460335
101,uniform,mahalanobis,0.9375000000000001,0.9387745889280712,0.9347619047619046,0.9359949576724065,0.005687116533063233,0.005563705705395754,0.021405883681152708,0.02138657383168974
201,uniform,mahalanobis,0.8370238095238095,0.8437199793573397,0.8352380952380952,0.8418685310834487,0.00712583004559316,0.007197304711907377,0.020287055622991226,0.018780142558007477
501,uniform,mahalanobis,0.7724999999999997,0.7819489760403874,0.7761904761904763,0.7864211168374128,0.009175166127617956,0.009068850090903075,0.03578224826046251,0.03409737746291674
1,distance,mahalanobis,1.0,1.0,0.9504761904761904,0.9511094315012362,0.0,0.0,0.017174007978587612,0.017907028180962573
3,distance,mahalanobis,1.0,1.0,0.9600000000000001,0.9609040194114619,0.0,0.0,0.016816623734247086,0.01617975078600347
5,distance,mahalanobis,1.0,1.0,0.9628571428571429,0.9636536691637496,0.0,0.0,0.015788322805993012,0.015246401558471581
7,distance,mahalanobis,1.0,1.0,0.9633333333333332,0.9641033845519379,0.0,0.0,0.015477498636496797,0.01495218165570155
9,distance,mahalanobis,1.0,1.0,0.966190476190476,0.9669195380070247,0.0,0.0,0.013624136816123464,0.012967939729760843
11,distance,mahalanobis,1.0,1.0,0.9680952380952379,0.9688374938776614,0.0,0.0,0.014505117893085957,0.013874472077701277
15,distance,mahalanobis,1.0,1.0,0.9685714285714283,0.969184564117426,0.0,0.0,0.01703195419078068,0.016461390393708957
21,distance,mahalanobis,1.0,1.0,0.9690476190476189,0.969742795383855,0.0,0.0,0.014950517670636671,0.014300322349674119
31,distance,mahalanobis,1.0,1.0,0.9685714285714283,0.9692807961313608,0.0,0.0,0.018270720893892162,0.01763152273812371
51,distance,mahalanobis,1.0,1.0,0.9666666666666667,0.9673490913738442,0.0,0.0,0.01940564874230738,0.01886236345481621
101,distance,mahalanobis,1.0,1.0,0.9585714285714285,0.9593508674536957,0.0,0.0,0.021631690390594056,0.021185035970108422
201,distance,mahalanobis,1.0,1.0,0.9404761904761904,0.9413826202058091,0.0,0.0,0.02102800206268535,0.020947677697120623
501,distance,mahalanobis,1.0,1.0,0.9419047619047619,0.942837625020281,0.0,0.0,0.022404098611564265,0.022260779246022242
1,uniform,cosine,1.0,1.0,0.7842857142857144,0.7878111356928983,0.0,0.0,0.027292818820775434,0.028447774159487505
3,uniform,cosine,0.8859523809523809,0.8838148898475607,0.8071428571428572,0.8061257214428286,0.007420210496308312,0.00765870213646135,0.016859909838630935,0.019064390400376427
5,uniform,cosine,0.8670238095238095,0.863542673124409,0.8357142857142856,0.8322924390148879,0.007691513377543402,0.008157761021861321,0.020382637097385893,0.024656721218995148
7,uniform,cosine,0.8630952380952382,0.859671960350146,0.84,0.8363943265363657,0.007352369497012693,0.007782777700629617,0.021051097074657327,0.024509720925341996
9,uniform,cosine,0.8607142857142858,0.8570912188738314,0.8466666666666668,0.8422073294476893,0.006783028469545084,0.007113505406843115,0.0214058836811527,0.025256159290117014
11,uniform,cosine,0.8586904761904763,0.8553966419875203,0.8528571428571429,0.8493977338221363,0.005477669128971918,0.0055385906101982265,0.019242203373588843,0.022936692391962745
15,uniform,cosine,0.8575,0.8545013703861863,0.8547619047619047,0.8514283369010017,0.0054498776298884215,0.0063588023327272435,0.019592545338659412,0.022790466301812126
21,uniform,cosine,0.858095238095238,0.8553352949899646,0.8576190476190477,0.854624385730612,0.005601024652891088,0.006533185632210843,0.020993311906432915,0.02400604851254541
31,uniform,cosine,0.8566666666666668,0.854529632829268,0.858095238095238,0.855691679027008,0.005291548535981635,0.005870258336544597,0.021575460271073002,0.024770067381760675
51,uniform,cosine,0.8565476190476191,0.8549089267640768,0.8561904761904761,0.8541490962371481,0.004708458571397002,0.005563687788605007,0.018872494266643957,0.021413431907924895
101,uniform,cosine,0.8538095238095239,0.8536141390251417,0.8523809523809525,0.8517371522524263,0.005265658771083526,0.005734449842988162,0.02067848184159274,0.022697949092497813
201,uniform,cosine,0.8333333333333334,0.8393521131129064,0.832857142857143,0.8386007267888601,0.005080737838874024,0.005524083142049813,0.023504853416066812,0.0233850981515486
501,uniform,cosine,0.771547619047619,0.7950008220674979,0.7733333333333334,0.7963298550789888,0.007768125923882185,0.006598338379191902,0.03107250369552877,0.027326171898027437
1,distance,cosine,1.0,1.0,0.7842857142857144,0.7878111356928983,0.0,0.0,0.027292818820775434,0.028447774159487505
3,distance,cosine,1.0,1.0,0.7847619047619048,0.7883234255221279,0.0,0.0,0.02790898716589067,0.029282844879037533
5,distance,cosine,1.0,1.0,0.7904761904761906,0.7922283882445549,0.0,0.0,0.02840085135394299,0.029639915608940876
7,distance,cosine,1.0,1.0,0.7914285714285715,0.7930686553297863,0.0,0.0,0.02834090677950422,0.02891954289929167
9,distance,cosine,1.0,1.0,0.7909523809523811,0.7924877704935823,0.0,0.0,0.028630890505823646,0.02928296534618708
11,distance,cosine,1.0,1.0,0.7919047619047619,0.7933877963936082,0.0,0.0,0.028681759762111996,0.029659552390266943
15,distance,cosine,1.0,1.0,0.791904761904762,0.7931981853943915,0.0,0.0,0.027381691797173764,0.02845969308538555
21,distance,cosine,1.0,1.0,0.793809523809524,0.7948593043172385,0.0,0.0,0.027646596628710596,0.028942467226019897
31,distance,cosine,1.0,1.0,0.7938095238095239,0.7949200687946264,0.0,0.0,0.028168933669932717,0.02898774100611314
51,distance,cosine,1.0,1.0,0.7938095238095239,0.7949200687946264,0.0,0.0,0.028168933669932717,0.02898774100611314
101,distance,cosine,1.0,1.0,0.7952380952380954,0.7963235020221581,0.0,0.0,0.028272243064376,0.02966892691561278
201,distance,cosine,1.0,1.0,0.7957142857142858,0.7967003434061937,0.0,0.0,0.02816030744597607,0.029560247640391082
501,distance,cosine,1.0,1.0,0.7957142857142858,0.7967003434061937,0.0,0.0,0.02816030744597607,0.029560247640391082
1,uniform,correlation,0.4973809523809524,0.02933171228800484,0.4961904761904762,0.03138595749037516,0.012239759409336672,0.05994098868863413,0.011411551953114009,0.06611604542393244
3,uniform,correlation,0.5139285714285714,0.10067950699633756,0.5109523809523809,0.09499664190307937,0.023176971580899163,0.09591064586478106,0.029310177272400678,0.12035890175902073
5,uniform,correlation,0.7760714285714286,0.7898165712889554,0.7838095238095238,0.7978760765004717,0.02626882221204758,0.02956970083539417,0.03333576278804544,0.028621589432494127
7,uniform,correlation,0.7879761904761904,0.7991221762797307,0.7890476190476191,0.8004331423519868,0.024655670532500038,0.03035895507325856,0.03580261186730507,0.03746673574548819
9,uniform,correlation,0.7986904761904761,0.8078756786620555,0.7966666666666667,0.8064458098313043,0.019924541810920574,0.029591724343472296,0.03249429941782103,0.034569503874177725
11,uniform,correlation,0.8030952380952383,0.8135177388081761,0.7985714285714286,0.8083696905042291,0.011581932328527257,0.016904861494314694,0.033087039556130154,0.03463321894175482
15,uniform,correlation,0.805952380952381,0.8176883212752075,0.8061904761904762,0.8180260370243935,0.008117965295824914,0.008881318053574016,0.027114198977661028,0.02516638430304855
21,uniform,correlation,0.8070238095238096,0.8190937832169595,0.8071428571428572,0.819023228997546,0.007157722626455905,0.006806706481616423,0.027399431800199086,0.025785427609799835
31,uniform,correlation,0.8071428571428572,0.81926909032026,0.8071428571428572,0.8191567599566988,0.006849857950049766,0.006442572244085893,0.027399431800199086,0.025910937560653293
51,uniform,correlation,0.8071428571428572,0.81926909032026,0.8071428571428572,0.8191567599566988,0.006849857950049766,0.006442572244085893,0.027399431800199086,0.025910937560653293
101,uniform,correlation,0.8071428571428572,0.81926909032026,0.8071428571428572,0.8191567599566988,0.006849857950049766,0.006442572244085893,0.027399431800199086,0.025910937560653293
201,uniform,correlation,0.8071428571428572,0.81926909032026,0.8071428571428572,0.8191567599566988,0.006849857950049766,0.006442572244085893,0.027399431800199086,0.025910937560653293
501,uniform,correlation,0.8071428571428572,0.81926909032026,0.8071428571428572,0.8191567599566988,0.006849857950049766,0.006442572244085893,0.027399431800199086,0.025910937560653293
1,distance,correlation,0.4973809523809524,0.02933171228800484,0.4961904761904762,0.03138595749037516,0.012239759409336672,0.05994098868863413,0.011411551953114009,0.06611604542393244
3,distance,correlation,0.5139285714285714,0.10067950699633756,0.5109523809523809,0.09499664190307937,0.023176971580899163,0.09591064586478106,0.029310177272400678,0.12035890175902073
5,distance,correlation,0.7760714285714286,0.7898165712889554,0.7838095238095238,0.7978760765004717,0.02626882221204758,0.02956970083539417,0.03333576278804544,0.028621589432494127
7,distance,correlation,0.7879761904761904,0.7991221762797307,0.7890476190476191,0.8004331423519868,0.024655670532500038,0.03035895507325856,0.03580261186730507,0.03746673574548819
9,distance,correlation,0.7986904761904761,0.8078756786620555,0.7966666666666667,0.8064458098313043,0.019924541810920574,0.029591724343472296,0.03249429941782103,0.034569503874177725
11,distance,correlation,0.8030952380952383,0.8135177388081761,0.7985714285714286,0.8083696905042291,0.011581932328527257,0.016904861494314694,0.033087039556130154,0.03463321894175482
15,distance,correlation,0.805952380952381,0.8176883212752075,0.8061904761904762,0.8180260370243935,0.008117965295824914,0.008881318053574016,0.027114198977661028,0.02516638430304855
21,distance,correlation,0.8070238095238096,0.8190937832169595,0.8071428571428572,0.819023228997546,0.007157722626455905,0.006806706481616423,0.027399431800199086,0.025785427609799835
31,distance,correlation,0.8071428571428572,0.81926909032026,0.8071428571428572,0.8191567599566988,0.006849857950049766,0.006442572244085893,0.027399431800199086,0.025910937560653293
51,distance,correlation,0.8071428571428572,0.81926909032026,0.8071428571428572,0.8191567599566988,0.006849857950049766,0.006442572244085893,0.027399431800199086,0.025910937560653293
101,distance,correlation,0.8071428571428572,0.81926909032026,0.8071428571428572,0.8191567599566988,0.006849857950049766,0.006442572244085893,0.027399431800199086,0.025910937560653293
201,distance,correlation,0.8071428571428572,0.81926909032026,0.8071428571428572,0.8191567599566988,0.006849857950049766,0.006442572244085893,0.027399431800199086,0.025910937560653293
501,distance,correlation,0.8071428571428572,0.81926909032026,0.8071428571428572,0.8191567599566988,0.006849857950049766,0.006442572244085893,0.027399431800199086,0.025910937560653293
1,uniform,canberra,1.0,1.0,0.9409523809523808,0.94182565778131,0.0,0.0,0.011911562683325608,0.011217107040709178
3,uniform,canberra,0.9715476190476191,0.9718795734352101,0.95,0.9500816469201943,0.0036010674910128856,0.0036076710691504165,0.019280044518052222,0.020138933713995003
5,uniform,canberra,0.9663095238095238,0.9667793603232165,0.9466666666666667,0.9469181918040893,0.003227486121839503,0.003188314378062983,0.02017898530669406,0.02108166401327113
7,uniform,canberra,0.957857142857143,0.9583809345603276,0.9442857142857141,0.9441211051619597,0.003361156957551146,0.003459896214877386,0.016686091692684552,0.01724262246105174
9,uniform,canberra,0.9548809523809525,0.9553129895256409,0.9447619047619046,0.9448348716267428,0.003537251435257262,0.0036165509421681066,0.019924541810920574,0.020247241199152
11,uniform,canberra,0.9508333333333334,0.9511857409985587,0.9428571428571427,0.9429088947619613,0.004153282683092453,0.004289353469318143,0.0183105698417616,0.018569472731342154
15,uniform,canberra,0.9446428571428573,0.9447527634822344,0.938095238095238,0.9379385467548053,0.004867036741923193,0.005018023761207453,0.01784012794822227,0.018096121363377633
21,uniform,canberra,0.9375,0.937038588626452,0.9280952380952381,0.9267044021251533,0.0059225442684917645,0.006359348416546067,0.024217591530805948,0.02547352037115872
31,uniform,canberra,0.9203571428571429,0.9183683251217422,0.9157142857142857,0.9130546683433305,0.0040383547439398005,0.004437248160752391,0.023874062190608645,0.02557096676631904
51,uniform,canberra,0.9114285714285714,0.9083450140666564,0.9095238095238096,0.9061331655886449,0.006215282584833064,0.006828212140666738,0.023945191709929294,0.025643317565406804
101,uniform,canberra,0.8548809523809523,0.8403997674949845,0.8528571428571429,0.8367843357462377,0.006239665897711461,0.008094531551386765,0.02841795515034664,0.034132810691935654
201,uniform,canberra,0.8309523809523809,0.8216253348716662,0.8304761904761906,0.8214410923861521,0.006099375455928344,0.006858412656257661,0.017799225805113526,0.019901896281272563
501,uniform,canberra,0.7590476190476191,0.7618720530050234,0.7595238095238095,0.7624595184086714,0.017735127359802524,0.012687888201249203,0.04383798247505231,0.03707242984636077
1,distance,canberra,1.0,1.0,0.9409523809523808,0.94182565778131,0.0,0.0,0.011911562683325608,0.011217107040709178
3,distance,canberra,1.0,1.0,0.9504761904761904,0.9509924066755645,0.0,0.0,0.016303129487866858,0.016696484485607413
5,distance,canberra,1.0,1.0,0.9519047619047618,0.9523450518686666,0.0,0.0,0.016525152369517307,0.016989969221565947
7,distance,canberra,1.0,1.0,0.9504761904761904,0.9506264784233599,0.0,0.0,0.015849756200741232,0.016123688410188238
9,distance,canberra,1.0,1.0,0.9504761904761903,0.950692799314523,0.0,0.0,0.018204112138103246,0.018520661512414868
11,distance,canberra,1.0,1.0,0.9490476190476189,0.9492129117973491,0.0,0.0,0.018083598118020423,0.018811769427598844
15,distance,canberra,1.0,1.0,0.9466666666666667,0.9467658874239231,0.0,0.0,0.01848225582469009,0.018936847363422528
21,distance,canberra,1.0,1.0,0.9395238095238095,0.9392487692629073,0.0,0.0,0.017046212840570344,0.017405230979676382
31,distance,canberra,1.0,1.0,0.9319047619047619,0.9310746525722504,0.0,0.0,0.0184822558246901,0.01908006038521657
51,distance,canberra,1.0,1.0,0.9219047619047619,0.9196015561809773,0.0,0.0,0.021844044806052385,0.023207841955878272
101,distance,canberra,1.0,1.0,0.9047619047619047,0.9000212746440953,0.0,0.0,0.025988709516861302,0.028965439239352648
201,distance,canberra,1.0,1.0,0.8852380952380955,0.8791982880699718,0.0,0.0,0.023453114736958023,0.026725483643424357
501,distance,canberra,1.0,1.0,0.8914285714285713,0.8883075347579689,0.0,0.0,0.02325545799442816,0.025470080512471162
1,uniform,braycurtis,1.0,1.0,0.950952380952381,0.9518636635317714,0.0,0.0,0.016613130732369693,0.016901932673397308
3,uniform,braycurtis,0.9757142857142858,0.976201161672771,0.9623809523809522,0.9626689931391555,0.004038354743939759,0.003961373789107764,0.012508500511013055,0.013008921734957267
5,uniform,braycurtis,0.9748809523809524,0.9753534798545812,0.9647619047619045,0.965031887490374,0.002567126030100923,0.0025155927791006517,0.016525152369517286,0.01655836862732857
7,uniform,braycurtis,0.974047619047619,0.9744947705902898,0.9661904761904759,0.9666561201663313,0.0028528879882784904,0.002818855056949812,0.016078040967746808,0.015821702987966837
