model,noise,seed,accuracy,f1,disagreement
leaf=10,0.2,14,0.8428571428571429,0.8405797101449275,0.1
Выбрано по CV,0.0,14,0.9714285714285714,0.9714285714285714,0.0
Выбрано по CV,0.05,14,0.9142857142857143,0.9142857142857143,0.08571428571428572
Выбрано по CV,0.1,14,0.9428571428571428,0.9411764705882353,0.08571428571428572
Выбрано по CV,0.2,14,0.8571428571428571,0.8611111111111112,0.14285714285714285
Без ограничений,0.0,15,0.9428571428571428,0.9411764705882353,0.0
Без ограничений,0.05,15,0.8857142857142857,0.8823529411764706,0.08571428571428572
Без ограничений,0.1,15,0.9,0.9041095890410958,0.1
Без ограничений,0.2,15,0.8428571428571429,0.8405797101449275,0.15714285714285714
depth=3,0.0,15,0.8428571428571429,0.8571428571428571,0.0
depth=3,0.05,15,0.8285714285714286,0.8461538461538461,0.014285714285714285
depth=3,0.1,15,0.8428571428571429,0.8607594936708861,0.02857142857142857
depth=3,0.2,15,0.8571428571428571,0.8717948717948718,0.014285714285714285
depth=5,0.0,15,0.9571428571428572,0.9565217391304348,0.0
depth=5,0.05,15,0.9285714285714286,0.9253731343283582,0.05714285714285714
depth=5,0.1,15,0.8857142857142857,0.8947368421052632,0.1
depth=5,0.2,15,0.8571428571428571,0.868421052631579,0.12857142857142856
leaf=5,0.0,15,0.9714285714285714,0.9714285714285714,0.0
leaf=5,0.05,15,0.9428571428571428,0.9411764705882353,0.05714285714285714
leaf=5,0.1,15,0.8714285714285714,0.8695652173913043,0.1
leaf=5,0.2,15,0.8,0.8205128205128205,0.17142857142857143
leaf=10,0.0,15,0.9428571428571428,0.9411764705882353,0.0
leaf=10,0.05,15,0.9285714285714286,0.9230769230769231,0.04285714285714286
leaf=10,0.1,15,0.9142857142857143,0.9142857142857143,0.11428571428571428
leaf=10,0.2,15,0.9,0.8923076923076924,0.04285714285714286
