model,noise,seed,accuracy,f1,disagreement
Выбрано по CV,0.0,15,0.9428571428571428,0.9393939393939394,0.0
Выбрано по CV,0.05,15,0.9285714285714286,0.9253731343283582,0.04285714285714286
Выбрано по CV,0.1,15,0.8857142857142857,0.8857142857142857,0.11428571428571428
Выбрано по CV,0.2,15,0.8571428571428571,0.8529411764705882,0.17142857142857143
Без ограничений,0.0,16,0.9571428571428572,0.9577464788732394,0.0
Без ограничений,0.05,16,0.9285714285714286,0.9253731343283582,0.05714285714285714
Без ограничений,0.1,16,0.8571428571428571,0.84375,0.12857142857142856
Без ограничений,0.2,16,0.8285714285714286,0.8333333333333334,0.12857142857142856
depth=3,0.0,16,0.8857142857142857,0.8947368421052632,0.0
depth=3,0.05,16,0.8857142857142857,0.8947368421052632,0.0
depth=3,0.1,16,0.8857142857142857,0.8947368421052632,0.0
depth=3,0.2,16,0.8857142857142857,0.8947368421052632,0.0
depth=5,0.0,16,0.9571428571428572,0.9577464788732394,0.0
depth=5,0.05,16,0.9285714285714286,0.9253731343283582,0.05714285714285714
depth=5,0.1,16,0.8714285714285714,0.8615384615384616,0.11428571428571428
depth=5,0.2,16,0.8428571428571429,0.8405797101449275,0.11428571428571428
leaf=5,0.0,16,0.9571428571428572,0.9577464788732394,0.0
leaf=5,0.05,16,0.9285714285714286,0.9253731343283582,0.05714285714285714
leaf=5,0.1,16,0.8857142857142857,0.8823529411764706,0.1
leaf=5,0.2,16,0.7857142857142857,0.7887323943661971,0.17142857142857143
leaf=10,0.0,16,0.9285714285714286,0.9315068493150684,0.0
leaf=10,0.05,16,0.9,0.8985507246376812,0.05714285714285714
leaf=10,0.1,16,0.8857142857142857,0.8823529411764706,0.07142857142857142
leaf=10,0.2,16,0.8857142857142857,0.8888888888888888,0.04285714285714286
Выбрано по CV,0.0,16,0.9285714285714286,0.9295774647887324,0.0
Выбрано по CV,0.05,16,0.9714285714285714,0.9722222222222222,0.07142857142857142
Выбрано по CV,0.1,16,0.9142857142857143,0.9142857142857143,0.1
Выбрано по CV,0.2,16,0.7714285714285715,0.7333333333333333,0.24285714285714285
Без ограничений,0.0,17,0.9857142857142858,0.9855072463768116,0.0
Без ограничений,0.05,17,0.8142857142857143,0.8115942028985508,0.17142857142857143
Без ограничений,0.1,17,0.8571428571428571,0.8484848484848485,0.12857142857142856
Без ограничений,0.2,17,0.7714285714285715,0.7419354838709677,0.21428571428571427
depth=3,0.0,17,0.9,0.9066666666666666,0.0
depth=3,0.05,17,0.8857142857142857,0.8857142857142857,0.07142857142857142
depth=3,0.1,17,0.9,0.9066666666666666,0.0
depth=3,0.2,17,0.9285714285714286,0.9230769230769231,0.14285714285714285
depth=5,0.0,17,0.9857142857142858,0.9855072463768116,0.0
depth=5,0.05,17,0.9285714285714286,0.9253731343283582,0.05714285714285714
depth=5,0.1,17,0.9285714285714286,0.9295774647887324,0.05714285714285714
depth=5,0.2,17,0.9142857142857143,0.90625,0.07142857142857142
leaf=5,0.0,17,1.0,1.0,0.0
leaf=5,0.05,17,0.9714285714285714,0.9714285714285714,0.02857142857142857
leaf=5,0.1,17,0.9142857142857143,0.90625,0.08571428571428572
leaf=5,0.2,17,0.8,0.75,0.2
leaf=10,0.0,17,0.9714285714285714,0.9705882352941176,0.0
leaf=10,0.05,17,0.9714285714285714,0.9705882352941176,0.05714285714285714
leaf=10,0.1,17,0.9285714285714286,0.9230769230769231,0.1
leaf=10,0.2,17,0.9428571428571428,0.9393939393939394,0.05714285714285714
Выбрано по CV,0.0,17,0.9428571428571428,0.9411764705882353,0.0
Выбрано по CV,0.05,17,0.9428571428571428,0.9393939393939394,0.05714285714285714
Выбрано по CV,0.1,17,0.8714285714285714,0.8615384615384616,0.1
Выбрано по CV,0.2,17,0.8,0.75,0.2
Без ограничений,0.0,18,0.9142857142857143,0.918918918918919,0.0
Без ограничений,0.05,18,0.9142857142857143,0.9166666666666666,0.05714285714285714
Без ограничений,0.1,18,0.8142857142857143,0.8266666666666667,0.12857142857142856
Без ограничений,0.2,18,0.8142857142857143,0.821917808219178,0.15714285714285714
depth=3,0.0,18,0.8285714285714286,0.8125,0.0
depth=3,0.05,18,0.8285714285714286,0.8125,0.0
depth=3,0.1,18,0.8285714285714286,0.8125,0.0
depth=3,0.2,18,0.8857142857142857,0.8857142857142857,0.08571428571428572
depth=5,0.0,18,0.9142857142857143,0.9166666666666666,0.0
depth=5,0.05,18,0.8714285714285714,0.8732394366197183,0.04285714285714286
depth=5,0.1,18,0.9142857142857143,0.9142857142857143,0.05714285714285714
depth=5,0.2,18,0.8428571428571429,0.8450704225352113,0.1
leaf=5,0.0,18,0.9142857142857143,0.9166666666666666,0.0
leaf=5,0.05,18,0.8571428571428571,0.8571428571428571,0.05714285714285714
leaf=5,0.1,18,0.8857142857142857,0.8918918918918919,0.05714285714285714
leaf=5,0.2,18,0.8285714285714286,0.8285714285714286,0.14285714285714285
leaf=10,0.0,18,0.8857142857142857,0.8947368421052632,0.0
leaf=10,0.05,18,0.8714285714285714,0.8767123287671232,0.04285714285714286
leaf=10,0.1,18,0.9428571428571428,0.9459459459459459,0.05714285714285714
leaf=10,0.2,18,0.7714285714285715,0.7777777777777778,0.2
Выбрано по CV,0.0,18,0.8571428571428571,0.8648648648648649,0.0
Выбрано по CV,0.05,18,0.9142857142857143,0.9142857142857143,0.11428571428571428
Выбрано по CV,0.1,18,0.8142857142857143,0.8169014084507042,0.15714285714285714
Выбрано по CV,0.2,18,0.7857142857142857,0.7692307692307693,0.2714285714285714
Без ограничений,0.0,19,1.0,1.0,0.0
Без ограничений,0.05,19,0.9428571428571428,0.9393939393939394,0.05714285714285714
Без ограничений,0.1,19,0.9142857142857143,0.9142857142857143,0.08571428571428572
Без ограничений,0.2,19,0.8142857142857143,0.8,0.18571428571428572
depth=3,0.0,19,0.8714285714285714,0.8571428571428571,0.0
depth=3,0.05,19,0.8714285714285714,0.8571428571428571,0.0
depth=3,0.1,19,0.8714285714285714,0.8571428571428571,0.0
depth=3,0.2,19,0.8714285714285714,0.8571428571428571,0.0
depth=5,0.0,19,0.9857142857142858,0.9855072463768116,0.0
depth=5,0.05,19,0.9285714285714286,0.9253731343283582,0.05714285714285714
depth=5,0.1,19,0.9571428571428572,0.9577464788732394,0.05714285714285714
depth=5,0.2,19,0.9571428571428572,0.9577464788732394,0.05714285714285714
leaf=5,0.0,19,0.9857142857142858,0.9859154929577465,0.0
leaf=5,0.05,19,0.9,0.8888888888888888,0.11428571428571428
leaf=5,0.1,19,0.9571428571428572,0.9577464788732394,0.02857142857142857
leaf=5,0.2,19,0.9,0.8985507246376812,0.11428571428571428
leaf=10,0.0,19,0.9714285714285714,0.9714285714285714,0.0
leaf=10,0.05,19,0.9714285714285714,0.9714285714285714,0.0
leaf=10,0.1,19,0.9428571428571428,0.9428571428571428,0.05714285714285714
leaf=10,0.2,19,0.9285714285714286,0.9253731343283582,0.1
Выбрано по CV,0.0,19,0.9857142857142858,0.9855072463768116,0.0
Выбрано по CV,0.05,19,0.9285714285714286,0.9230769230769231,0.08571428571428572
Выбрано по CV,0.1,19,0.8857142857142857,0.8787878787878788,0.12857142857142856
Выбрано по CV,0.2,19,0.8857142857142857,0.875,0.12857142857142856
