iteration,loss
152,951.8312492482966
153,941.6132555410633
154,931.5985999086041
155,921.7832359232312
156,912.1631976811668
157,902.7345982001196
158,893.4936278487454
159,884.4365528073633
160,875.5597135593049
161,866.8595234122827
162,858.3324670491866
163,849.9750991077159
164,841.7840427882802
165,833.7559884896015
166,825.8876924714666
167,818.1759755440922
168,810.617721783573
169,803.2098772728879
170,795.9494488679651
171,788.8335029883008
172,781.859164431642
173,775.0236152122602
174,768.3240934223445
175,761.7578921160479
176,755.3223582157465
177,749.0148914400612
178,742.8329432532123
179,736.7740158352815
180,730.8356610729675
181,725.0154795704235
182,719.3111196797803
183,713.7202765509605
184,708.2406912004047
185,702.8701495983248
186,697.6064817741263
187,692.4475609396293
188,687.3913026297388
189,682.4356638602153
190,677.5786423022051
191,672.8182754731992
192,668.1526399440908
193,663.5798505620115
194,659.0980596886357
195,654.7054564536397
196,650.4002660230205
197,646.1807488819707
198,642.0452001320275
199,637.9919488022084
200,634.0193571738527
201,630.1258201189008
202,626.3097644513427
203,622.5696482915691
204,618.9039604433751
205,615.3112197833599
206,611.7899746624792
207,608.3388023195038
208,604.9563083061537
209,601.6411259236693
210,598.3919156705964
211,595.2073647015595
212,592.0861862968067
213,589.0271193423083
214,586.0289278202048
215,583.0904003093909
216,580.2103494960422
217,577.3876116938791
218,574.6210463739787
219,571.9095357039444
220,569.2519840962439
221,566.6473177655366
222,564.0944842948105
223,561.5924522101518
224,559.1402105639777
225,556.7367685265625
226,554.3811549856921
227,552.072418154285
228,549.8096251858228
229,547.5918617974329
230,545.4182319004723
231,543.2878572384608
232,541.1998770322234
233,539.1534476320899
234,537.1477421770195
235,535.1819502605048
236,533.2552776031291
237,531.3669457316348
238,529.5161916643832
239,527.7022676030699
240,525.9244406305771
241,524.1819924148364
242,522.4742189185891
243,520.8004301149172
244,519.1599497084385
245,517.5521148620487
246,515.9762759291019
247,514.4317961909209
248,512.9180515995298
249,511.434430525507
250,509.9803335108575
251,508.5551730267996
252,507.1583732363745
253,505.78936976177874
254,504.4476094563275
255,503.1325501809546
256,501.84366058516156
257,500.5804198923251
258,499.34231768927594
259,498.1288537200674
260,496.9395376838463
261,495.7738890367457
262,494.6314367977226
263,493.5117193582558
264,492.4142842958347
265,491.33868819115577
266,490.2844964489598
267,489.2512831224336
268,488.2386307411054
269,487.2461301421653
270,486.2733803051443
271,485.3199881898801
272,484.38556857770965
273,483.46974391582114
274,482.5721441647043
275,481.6924066486348
276,480.83017590913505
277,479.9851035613514
278,479.15684815328876
279,478.34507502784646
280,477.54945618760047
281,476.76967016227536
282,476.005401878854
283,475.25634253427313
284,474.52218947064915
285,473.8026460529916
286,473.0974215493451
287,472.40623101332113
288,471.72879516896404
289,471.06484029790977
290,470.4140981287895
291,469.7763057288346
292,469.15120539763876
293,468.53854456303384
294,467.9380756790375
295,467.3495561258325
296,466.7727481117368
297,466.2074185771213
298,465.65333910024464
299,465.1102858049581
300,464.5780392702476
301,464.05638444157773
302,463.5451105439985
303,463.0440109969811
304,462.5528833309493
305,462.0715291054715
306,461.5997538290805
307,461.1373668806901
308,460.68418143257253
309,460.24001437487243
310,459.8046862416206
311,459.37802113822045
312,458.9598466703777
313,458.5499938744453
314,458.14829714915186
315,457.7545941886918
316,457.36872591714496
317,456.99053642420193
318,456.6198729021685
319,456.25658558422333
320,455.9005276839053
321,455.5515553358037
322,455.2095275374294
323,454.87430609224253
324,454.545755553815
325,454.2237431711024
326,453.9081388348054
327,453.59881502480096
328,453.2956467586155
329,452.99851154092704
330,452.70728931407064
331,452.4218624095288
332,452.1421155003873
333,451.86793555473764
334,451.5992117900065
335,451.33583562819354
336,451.0777006520005
337,450.8247025618338
338,450.5767391336615
339,450.33371017770963
340,450.0955174979814
341,449.8620648525797
342,449.63325791482134
343,449.40900423512454
344,449.18921320365365
345,448.9737960137091
346,448.7626656258442
347,448.55573673269805
348,448.35292572452533
349,448.15415065541544
350,447.95933121018066
351,447.76838867190617
352,447.58124589014335
353,447.3978272497376
354,447.2180586402759
355,447.0418674261425
356,446.86918241717035
357,446.6999338398767
358,446.53405330927126
359,446.37147380122485
360,446.21212962538857
361,446.0559563986514
362,445.90289101912623
363,445.75287164065384
364,445.60583764781296
365,445.46172963142965
366,445.3204893645722
367,445.1820597790253
368,445.0463849422308
369,444.9134100346886
370,444.7830813278064
371,444.65534616219105
372,444.53015292637167
373,444.40745103594486
374,444.28719091313775
375,444.1693239667745
376,444.05380257264363
377,443.9405800542561
378,443.8296106639845
379,443.72084956457934
380,443.6142528110522
381,443.50977733292035
382,443.4073809168033
383,443.307022189367
384,443.20866060060683
385,443.1122564074627
386,443.01777065776236
387,442.9251651744811
388,442.83440254031683
389,442.7454460825727
390,442.6582598583376
391,442.5728086399649
392,442.48905790083757
393,442.4069738014189
394,442.32652317557876
395,442.2476735171929
396,442.17039296700875
397,442.09465029977343
398,442.020414911616
399,441.9476568076831
400,441.87634659001816
401,441.80645544568483
402,441.73795513512385
403,441.6708179807429
404,441.60501685573433
405,441.5405251731132
406,441.4773168749764
407,441.4153664219723
408,441.3546487829832
409,441.29513942501
410,441.2368143032604
411,441.17964985143357
412,441.1236229721981
413,441.06871102785954
414,441.0148918312132
415,440.96214363658015
416,440.9104451310202
417,440.859775425721
418,440.81011404755736
419,440.761440930819
420,440.7137364091037
421,440.6669812073706
422,440.62115643415206
423,440.5762435739205
424,440.5322244796075
425,440.4890813652715
426,440.44679679891067
427,440.4053536954205
428,440.36473530968976
429,440.324925229835
430,440.2859073705694
431,440.24766596670315
432,440.2101855667739
433,440.17345102680315
434,440.1374475041778
435,440.10216045165276
436,440.0675756114729
437,440.0336790096128
438,440.0004569501296
439,439.96789600963007
440,439.93598303184655
441,439.9047051223209
442,439.8740496431947
443,439.84400420810334
444,439.8145566771701
445,439.7856951521026
446,439.7574079713838
447,439.7296837055614
448,439.7025111526288
449,439.67587933349967
450,439.64977748757104
451,439.6241950683766
452,439.59912173932406
453,439.57454736951945
454,439.55046202967407
455,439.52685598809177
456,439.50371970673683
457,439.48104383738087
458,439.458819217825
459,439.4370368681985
460,439.41568798732936
461,439.3947639491896
462,439.3742562994088
463,439.3541567518585
464,439.3344571853047
465,439.31514964012536
466,439.2962263150949
467,439.2776795642326
468,439.25950189371247
469,439.2416859588356
470,439.2242245610629
471,439.20711064510596
472,439.1903372960764
473,439.17389773669254
474,439.15778532454044
475,439.1419935493903
476,439.1265160305654
477,439.1113465143654
478,439.0964788715375
479,439.0819070948019
480,439.0676252964235
481,439.05362770583287
482,439.0399086672948
483,439.0264626376237
484,439.0132841839431
485,439.0003679814907
486,438.98770881146703
487,438.97530155892696
488,438.9631412107124
489,438.95122285342745
490,438.9395416714522
491,438.9280929449984
492,438.9168720482012
493,438.9058744472501
494,438.89509569855784
495,438.8845314469646
496,438.87417742397815
497,438.8640294460491
498,438.8540834128808
499,438.84433530577246
500,438.8347811859957
501,438.8254171932026
502,438.8162395438659
503,438.807244529751
504,438.79842851641706
505,438.7897879417485
506,438.78131931451577
507,438.7730192129651
508,438.7648842834351
509,438.7569112390028
510,438.74909685815476
511,438.7414379834856
512,438.73393152042235
513,438.726574435974
514,438.7193637575063
515,438.7122965715399
516,438.7053700225744
517,438.6985813119333
518,438.6919276966339
519,438.68540648827883
520,438.6790150519704
521,438.67275080524405
522,438.666611217028
523,438.66059380661704
524,438.6546961426736
525,438.6489158422425
526,438.64325056978987
527,438.63769803625917
528,438.6322559981457
529,438.6269222565908
530,438.6216946564926
531,438.6165710856366
532,438.6115494738405
533,438.6066277921191
534,438.60180405186406
535,438.59707630404
536,438.59244263839776
537,438.5879011827017
538,438.583450101974
539,438.5790875977528
540,438.57481190736576
541,438.57062130321725
542,438.5665140920912
543,438.5624886144669
544,438.558543243847
545,438.5546763861025
546,438.5508864788272
547,438.54717199070654
548,438.5435314208995
549,438.5399632984318
550,438.536466181601
551,438.53303865739537
552,438.52967934092123
553,438.52638687484506
554,438.52315992884377
555,438.5199971990678
556,438.51689740761447
557,438.51385930201104
558,438.5108816547092
559,438.5079632625885
560,438.505102946471
561,438.5022995506444
562,438.4995519423947
563,438.4968590115491
564,438.4942196700274
565,438.4916328514019
566,438.48909751046705
567,438.4866126228169
568,438.4841771844308
569,438.48179021126884
570,438.4794507388727
571,438.4771578219772
572,438.474910534128
573,438.4727079673069
574,438.4705492315656
575,438.4684334546655
576,438.4663597817256
577,438.4643273748776
578,438.46233541292554
579,438.46038309101647
580,438.4584696203133
581,438.4565942276771
582,438.4547561553546
583,438.45295466067097
584,438.4511890157317
585,438.44945850712685
586,438.447762435643
587,438.4461001159819
588,438.444470876482
589,438.442874058848
590,438.4413090178851
591,438.43977512123723
592,438.4382717491327
593,438.436798294133
594,438.4353541608878
595,438.43393876589425
596,438.432551537261
597,438.4311919144776
598,438.4298593481877
599,438.4285532999669
600,438.42727324210557
601,438.4260186573958
602,438.4247890389217
603,438.4235838898553
604,438.42240272325523
605,438.4212450618705
606,438.4201104379474
607,438.4189983930403
608,438.41790847782687
609,438.41684025192626
610,438.415793283721
611,438.41476715018297
612,438.4137614367025
613,438.4127757369203
614,438.4118096525636
615,438.4108627932856
616,438.4099347765074
617,438.409025227263
618,438.4081337780486
619,438.40726006867357
620,438.4064037461149
621,438.4055644643754
622,438.40474188434223
623,438.40393567365214
624,438.40314550655444
625,438.4023710637822
626,438.40161203242104
627,438.4008681057839
628,438.40013898328687
629,438.3994243703276
630,438.3987239781661
631,438.3980375238087
632,438.39736472989296
633,438.39670532457626
634,438.39605904142525
635,438.395425619309
636,438.3948048022929
637,438.3941963395353
638,438.39359998518665
639,438.39301549828946
640,438.3924426426817
641,438.3918811869005
642,438.3913309040891
643,438.39079157190594
644,438.3902629724331
645,438.3897448920897
646,438.38923712154525
647,438.38873945563466
648,438.38825169327566
649,438.38777363738745
650,438.38730509481155
651,438.3868458762329
652,438.38639579610395
653,438.3859546725696
654,438.3855223273936
655,438.38509858588645
656,438.3846832768354
657,438.3842762324346
658,438.3838772882171
659,438.3834862829897
660,438.3831030587664
661,438.3827274607049
662,438.382359337045
663,438.38199853904587
664,438.38164492092704
665,438.3812983398087
666,438.38095865565464
667,438.3806257312151
668,438.38029943197193
669,438.3799796260839
670,438.37966618433296
671,438.37935898007277
672,438.3790578891775
673,438.37876278999096
674,438.3784735632781
675,438.37819009217696
676,438.3779122621508
677,438.37763996094213
678,438.37737307852746
679,438.37711150707275
680,438.3768551408902
681,438.3766038763946
682,438.37635761206235
683,438.3761162483905
684,438.3758796878556
685,438.3756478348754
686,438.37542059576947
687,438.37519787872174
688,438.3749795937432
689,438.37476565263586
690,438.3745559689565
691,438.37435045798225
692,438.3741490366766
693,438.3739516236548
694,438.3737581391522
695,438.3735685049912
696,438.3733826445499
697,438.3732004827315
698,438.3730219459332
699,438.3728469620174
700,438.37267546028124
701,438.3725073714296
702,438.3723426275464
703,438.37218116206617
704,438.3720229097492
705,438.37186780665326
706,438.37171579010896
707,438.37156679869395
708,438.371420772208
709,438.3712776516492
710,438.3711373791894
711,438.3709998981516
712,438.3708651529866
713,438.3707330892502
714,438.37060365358224
715,438.370476793684
716,438.3703524582977
717,438.3702305971858
718,438.3701111611097
719,438.3699941018119
720,438.3698793719938
721,438.3697669252995
722,438.369656716294
723,438.36954870044787
724,438.369442834117
725,438.36933907452607
726,438.3692373797512
727,438.36913770870217
728,438.36904002110714
729,438.3689442774952
730,438.3688504391812
731,438.36875846824955
732,438.36866832753947
733,438.36857998062953
734,438.36849339182305
735,438.36840852613386
736,438.36832534927197
737,438.3682438276295
738,438.3681639282677
739,438.3680856189034
740,438.36800886789524
741,438.36793364423227
742,438.3678599175201
743,438.3677876579696
744,438.3677168363839
745,438.3676474241481
746,438.3675793932156
747,438.3675127160987
748,438.3674473658565
749,438.36738331608393
750,438.3673205409021
751,438.3672590149462
752,438.3671987133568
753,438.36713961176906
754,438.36708168630304
755,438.3670249135537
756,438.3669692705821
757,438.36691473490566
758,438.36686128448906
759,438.36680889773584
760,438.36675755347903
761,438.36670723097285
762,438.3666579098845
763,438.36660957028596
764,438.3665621926453
765,438.36651575781974
766,438.36647024704735
767,438.36642564193914
768,438.36638192447253
769,438.3663390769837
770,438.3662970821598
771,438.3662559230329
772,438.36621558297264
773,438.36617604567965
774,438.36613729517865
775,438.3660993158127
776,438.3660620922361
777,438.3660256094088
778,438.36598985258956
779,438.36595480733115
780,438.36592045947344
781,438.365886795138
782,438.36585380072285
783,438.3658214628965
784,438.365789768593
785,438.365758705006
786,438.36572825958444
787,438.3656984200269
788,438.36566917427655
789,438.36564051051647
790,438.36561241716527
791,438.3655848828717
792,438.3655578965106
793,438.3655314471782
794,438.36550552418754
795,438.36548011706424
796,438.3654552155426
797,438.3654308095616
798,438.3654068892593
799,438.36538344497126
800,438.3653604672243
801,438.36533794673466
802,438.3653158744027
803,438.36529424131027
804,438.36527303871634
805,438.3652522580539
806,438.3652318909268
807,438.3652119291053
808,438.3651923645243
809,438.3651731892784
810,438.36515439561975
811,438.36513597595496
812,438.36511792284153
813,438.36510022898517
814,438.3650828872365
815,438.3650658905886
816,438.3650492321738
817,438.36503290526184
818,438.3650169032553
819,438.3650012196885
820,438.36498584822476
821,438.36497078265324
822,438.3649560168864
823,438.3649415449586
824,438.3649273610219
825,438.3649134593457
826,438.3648998343129
827,438.3648864804181
828,438.36487339226585
829,438.364860564568
830,438.36484799214105
831,438.3648356699055
832,438.36482359288254
833,438.3648117561923
834,438.3648001550521
835,438.3647887847747
836,438.36477764076574
837,438.3647667185225
838,438.3647560136321
839,438.36474552176884
840,438.36473523869375
841,438.3647251602519
842,438.364715282371
843,438.3647056010599
844,438.3646961124069
845,438.3646868125781
846,438.3646776978159
847,438.36466876443745
848,438.3646600088333
849,438.36465142746545
850,438.36464301686715
851,438.3646347736396
852,438.36462669445217
853,438.3646187760407
854,438.3646110152055
855,438.36460340881104
856,438.36459595378386
857,438.36458864711153
858,438.3645814858421
859,438.3645744670819
860,438.36456758799517
861,438.3645608458022
862,438.36455423777875
863,438.36454776125504
864,438.3645414136141
865,438.3645351922914
866,438.3645290947728
867,438.364523118595
868,438.364517261343
869,438.36451152065035
870,438.3645058941976
871,438.3645003797111
872,438.36449497496295
873,438.36448967776937
874,438.3644844859898
875,438.3644793975267
876,438.364474410324
877,438.3644695223666
878,438.3644647316797
879,438.3644600363273
880,438.36445543441255
881,438.3644509240757
882,438.36444650349483
883,438.36444217088325
884,438.3644379244908
885,438.36443376260155
886,438.3644296835339
887,438.3644256856397
888,438.3644217673035
889,438.36441792694234
890,438.3644141630042
891,438.36441047396846
892,438.3644068583446
893,438.3644033146717
894,438.36439984151775
895,438.36439643747957
896,438.364393101182
897,438.3643898312766
898,438.3643866264422
899,438.364383485384
900,438.36438040683316
901,438.3643773895451
902,438.36437443230125
903,438.3643715339066
904,438.3643686931899
905,438.3643659090036
906,438.3643631802225
907,438.3643605057442
908,438.3643578844881
909,438.3643553153948
910,438.3643527974265
911,438.3643503295658
912,438.36434791081547
913,438.3643455401983
914,438.36434321675654
915,438.36434093955125
916,438.36433870766217
917,438.3643365201877
918,438.36433437624413
919,438.3643322749651
920,438.36433021550124
921,438.36432819702094
922,438.36432621870824
923,438.364324279764
924,438.36432237940494
925,438.3643205168628
926,438.3643186913853
927,438.36431690223486
928,438.3643151486884
929,438.3643134300377
930,438.36431174558805
931,438.3643100946589
932,438.36430847658323
933,438.3643068907072
934,438.3643053363904
935,438.3643038130043
936,438.3643023199336
937,438.36430085657497
938,438.3642994223373
939,438.3642980166409
940,438.3642966389179
941,438.36429528861146
942,438.3642939651763
943,438.36429266807716
944,438.3642913967906
945,438.3642901508024
946,438.3642889296098
947,438.36428773271854
948,438.3642865596456
949,438.36428540991676
950,438.3642842830675
951,438.3642831786424
952,438.3642820961956
953,438.3642810352893
954,438.3642799954952
955,438.36427897639294
956,438.36427797757074
957,438.36427699862526
958,438.3642760391607
959,438.36427509878956
960,438.3642741771317
961,438.3642732738149
962,438.36427238847415
963,438.3642715207514
964,438.36427067029666
965,438.3642698367658
966,438.3642690198223
967,438.36426821913597
968,438.36426743438324
969,438.36426666524704
970,438.3642659114168
971,438.36426517258764
972,438.3642644484612
973,438.36426373874497
974,438.36426304315194
975,438.3642623614014
976,438.36426169321766
977,438.3642610383306
978,438.36426039647597
979,438.36425976739423
980,438.36425915083123
981,438.36425854653766
982,438.3642579542697
983,438.36425737378784
984,438.3642568048575
985,438.36425624724893
986,438.36425570073675
987,438.36425516510013
988,438.36425464012274
989,438.3642541255924
990,438.3642536213013
991,438.36425312704546
992,438.3642526426253
993,438.36425216784517
994,438.3642517025131
995,438.36425124644137
996,438.36425079944513
997,438.3642503613443
998,438.3642499319616
999,438.3642495111238
1000,438.36424909866037
