config_id,max_depth,criterion,splitter,min_samples_leaf,min_samples_split,max_features,train_accuracy_mean,train_f1_mean,cv_accuracy_mean,cv_f1_mean,train_accuracy_std,train_f1_std,cv_accuracy_std,cv_f1_std
216,1,entropy,random,5,5,sqrt,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
217,1,entropy,random,5,5,log2,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
218,1,entropy,random,5,5,0.25,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
219,1,entropy,random,5,5,0.5,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
220,1,entropy,random,5,10,None,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
221,1,entropy,random,5,10,sqrt,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
222,1,entropy,random,5,10,log2,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
223,1,entropy,random,5,10,0.25,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
224,1,entropy,random,5,10,0.5,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
225,1,entropy,random,10,2,None,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
226,1,entropy,random,10,2,sqrt,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
227,1,entropy,random,10,2,log2,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
228,1,entropy,random,10,2,0.25,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
229,1,entropy,random,10,2,0.5,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
230,1,entropy,random,10,5,None,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
231,1,entropy,random,10,5,sqrt,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
232,1,entropy,random,10,5,log2,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
233,1,entropy,random,10,5,0.25,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
234,1,entropy,random,10,5,0.5,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
235,1,entropy,random,10,10,None,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
236,1,entropy,random,10,10,sqrt,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
237,1,entropy,random,10,10,log2,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
238,1,entropy,random,10,10,0.25,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
239,1,entropy,random,10,10,0.5,0.687202380952381,0.5579915769761042,0.6880952380952382,0.5497854332000673,0.014946708459736852,0.030274050930691274,0.05641543806520877,0.11918205403674322
240,1,log_loss,best,1,2,None,0.8285714285714287,0.827356152062831,0.7928571428571428,0.7891164731648523,0.01598972998566822,0.03324936980084277,0.04567680223473039,0.059407904737205586
241,1,log_loss,best,1,2,sqrt,0.7044642857142857,0.6378867701057044,0.6559523809523811,0.5668711524499982,0.017952551245154897,0.1056425467527522,0.036010674910128986,0.1495317462440053
242,1,log_loss,best,1,2,log2,0.7044642857142857,0.6378867701057044,0.6559523809523811,0.5668711524499982,0.017952551245154897,0.1056425467527522,0.036010674910128986,0.1495317462440053
243,1,log_loss,best,1,2,0.25,0.7044642857142857,0.6378867701057044,0.6559523809523811,0.5668711524499982,0.017952551245154897,0.1056425467527522,0.036010674910128986,0.1495317462440053
244,1,log_loss,best,1,2,0.5,0.7044642857142857,0.6378867701057044,0.6559523809523811,0.5668711524499982,0.017952551245154897,0.1056425467527522,0.036010674910128986,0.1495317462440053
245,1,log_loss,best,1,5,None,0.8285714285714287,0.827356152062831,0.7928571428571428,0.7891164731648523,0.01598972998566822,0.03324936980084277,0.04567680223473039,0.059407904737205586
246,1,log_loss,best,1,5,sqrt,0.7044642857142857,0.6378867701057044,0.6559523809523811,0.5668711524499982,0.017952551245154897,0.1056425467527522,0.036010674910128986,0.1495317462440053
