term,coef,std_err,p_value,ci_low,ci_high,HC3_std_err,HC3_p_value
const,101.30202054765168,5.937455436229902,4.208262674269775e-31,89.51933347185899,113.08470762344437,5.733298811908994,3.138025816070429e-32
x,3.674020217549204,0.42742095034666483,1.3368045801304912e-13,2.825817252211162,4.522223182887246,0.4178954606116226,5.048158986255727e-14
